,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
71207,2015-01-01,Humboldt,106121080.0,ST. JOSEPH HOSPITAL - EUREKA,General Acute Care,Intensive Care,5840.0,148.0,1788.0,519,4719.0,59,502,4718.999999999998
71235,2015-01-01,Imperial,106130699.0,EL CENTRO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,220.0,2479.0,617,5658.0,60,110,5658.0
71249,2015-01-01,Imperial,106130760.0,PIONEERS MEMORIAL HEALTHCARE DISTRICT,General Acute Care,Intensive Care,2920.0,132.0,1578.0,427,1901.0,60,396,1900.9999999999995
71263,2015-01-01,Inyo,106141273.0,NORTHERN INYO HOSPITAL,General Acute Care,Intensive Care,1460.0,50.0,280.0,131,1361.0,61,366,1360.9999999999989
71291,2015-01-01,Kern,106150706.0,DELANO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,85.0,887.0,318,3166.0,62,87,3165.999999999998
71305,2015-01-01,Kern,106150722.0,BAKERSFIELD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,11680.0,601.0,5743.0,1527,8065.0,62,21,8065.000000000002
71319,2015-01-01,Kern,106150736.0,KERN MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,379.0,2044.0,415,7510.0,62,256,7510.0
71333,2015-01-01,Kern,106150737.0,KERN VALLEY HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1095.0,25.0,138.0,72,1054.0,62,257,1053.9999999999984
71347,2015-01-01,Kern,106150761.0,MERCY HOSPITAL - BAKERSFIELD,General Acute Care,Intensive Care,7300.0,204.0,2628.0,854,5730.0,62,335,5730.0
71361,2015-01-01,Kern,106150775.0,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,General Acute Care,Intensive Care,1460.0,1.0,2.0,0,1459.0,62,144,1458.9999999999984
71375,2015-01-01,Kern,106150782.0,RIDGECREST REGIONAL HOSPITAL,General Acute Care,Intensive Care,5840.0,98.0,312.0,189,5815.0,62,425,5814.999999999998
71389,2015-01-01,Kern,106150788.0,SAN JOAQUIN COMMUNITY HOSPITAL,General Acute Care,Intensive Care,10950.0,1135.0,8998.0,1542,4629.0,62,440,4629.0000000000055
71445,2015-01-01,Kern,106154108.0,MERCY SOUTHWEST HOSPITAL,General Acute Care,Intensive Care,2920.0,232.0,1978.0,594,1768.0,62,345,1767.9999999999995
71487,2015-01-01,Kings,106164029.0,ADVENTIST MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,235.0,3851.0,0,4414.0,63,0,4414.000000000002
71501,2015-01-01,Lake,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE,General Acute Care,Intensive Care,1460.0,212.0,1243.0,167,596.0,64,497,595.9999999999995
71515,2015-01-01,Lake,106171395.0,SUTTER LAKESIDE HOSPITAL,General Acute Care,Intensive Care,1460.0,139.0,930.0,259,928.0,64,525,927.999999999999
71543,2015-01-01,Los Angeles,106190017.0,ALHAMBRA HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,135.0,1892.0,441,874.0,65,6,873.9999999999995
71571,2015-01-01,Los Angeles,106190034.0,ANTELOPE VALLEY HOSPITAL,General Acute Care,Intensive Care,7665.0,628.0,9141.0,2287,1439.0,65,17,1439.000000000003
71599,2015-01-01,Los Angeles,106190049.0,KINDRED HOSPITAL - BALDWIN PARK,General Acute Care,Intensive Care,2920.0,53.0,2479.0,147,641.0,65,258,640.9999999999997
71627,2015-01-01,Los Angeles,106190053.0,ST. MARY MEDICAL CENTER - LONG BEACH,General Acute Care,Intensive Care,14235.0,508.0,6193.0,1722,10272.0,65,512,10272.0
71641,2015-01-01,Los Angeles,106190066.0,LOS ANGELES COMMUNITY HOSPITAL AT BEL,General Acute Care,Intensive Care,810.0,0.0,0.0,0,810.0,65,307,809.9999999999985
71655,2015-01-01,Los Angeles,106190081.0,BEVERLY HOSPITAL,General Acute Care,Intensive Care,4380.0,65.0,3160.0,156,1441.0,65,26,1440.9999999999995
71669,2015-01-01,Los Angeles,106190110.0,SOUTHERN CALIFORNIA HOSPITAL AT CULVE,General Acute Care,Intensive Care,3650.0,238.0,2567.0,612,1933.0,65,485,1933.0
71683,2015-01-01,Los Angeles,106190125.0,CALIFORNIA HOSPITAL MEDICAL CENTER -,General Acute Care,Intensive Care,10220.0,995.0,8830.0,1080,3465.0,65,29,3465.0000000000036
71711,2015-01-01,Los Angeles,106190148.0,CENTINELA HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,295.0,3935.0,743,4038.0,65,43,4038.000000000001
71739,2015-01-01,Los Angeles,106190159.0,GARDENS REGIONAL HOSPITAL AND MEDICAL,General Acute Care,Intensive Care,4745.0,153.0,2483.0,492,2907.0,65,133,2906.999999999999
71766,2015-01-01,Los Angeles,106190170.0,CHILDRENS HOSPITAL OF LOS ANGELES,General Acute Care,Intensive Care,26645.0,1744.0,24705.0,1511,5195.0,65,52,5195.000000000015
71780,2015-01-01,Los Angeles,106190176.0,CITY OF HOPE HELFORD CLINICAL RESEARC,General Acute Care,Intensive Care,6570.0,180.0,3452.0,762,4060.0,65,61,4059.9999999999995
71808,2015-01-01,Los Angeles,106190197.0,COMMUNITY HOSPITAL OF HUNTINGTON PARK,General Acute Care,Intensive Care,1460.0,114.0,1200.0,377,751.0,65,73,750.9999999999991
71822,2015-01-01,Los Angeles,106190198.0,LOS ANGELES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,119.0,1981.0,293,621.0,65,306,620.9999999999997
71836,2015-01-01,Los Angeles,106190200.0,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,341.0,4546.0,840,3570.0,65,438,3570.0000000000014
71864,2015-01-01,Los Angeles,106190240.0,LAKEWOOD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,626.0,6901.0,1249,-2106.0,65,284,-2105.999999999997
71878,2015-01-01,Los Angeles,106190243.0,PIH HOSPITAL - DOWNEY,General Acute Care,Intensive Care,2920.0,35.0,4485.0,1231,-299.0,65,395,-298.99999999999983
71892,2015-01-01,Los Angeles,106190256.0,EAST LOS ANGELES DOCTORS HOSPITAL,General Acute Care,Intensive Care,1460.0,54.0,926.0,158,746.0,65,103,745.9999999999991
71906,2015-01-01,Los Angeles,106190280.0,ENCINO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,67.0,968.0,160,7289.0,65,113,7288.999999999998
71920,2015-01-01,Los Angeles,106190298.0,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNST,General Acute Care,Intensive Care,3285.0,530.0,3866.0,590,539.0,65,122,539.0000000000017
71934,2015-01-01,Los Angeles,106190305.0,KINDRED HOSPITAL - LOS ANGELES,General Acute Care,Intensive Care,1825.0,35.0,1803.0,81,138.0,65,261,137.99999999999955
71948,2015-01-01,Los Angeles,106190307.0,PACIFIC ALLIANCE MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,59.0,1376.0,415,2383.0,65,381,2382.9999999999986
71962,2015-01-01,Los Angeles,106190315.0,GARFIELD MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,272.0,3825.0,965,2522.0,65,135,2522.0000000000005
71990,2015-01-01,Los Angeles,106190323.0,GLENDALE ADVENTIST MEDICAL CENTER,General Acute Care,Intensive Care,15330.0,268.0,4761.0,1227,12064.0,65,138,12063.999999999998
72004,2015-01-01,Los Angeles,106190328.0,GLENDORA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,123.0,992.0,124,1080.0,65,142,1079.9999999999993
72018,2015-01-01,Los Angeles,106190352.0,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,107.0,985.0,181,1128.0,65,147,1127.999999999999
72032,2015-01-01,Los Angeles,106190380.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLY,General Acute Care,Intensive Care,1825.0,112.0,1430.0,231,738.0,65,487,737.9999999999994
72046,2015-01-01,Los Angeles,106190382.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,General Acute Care,Intensive Care,10220.0,389.0,6012.0,1679,6276.0,65,162,6276.000000000002
72060,2015-01-01,Los Angeles,106190385.0,PROVIDENCE HOLY CROSS MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,451.0,8184.0,1651,-1702.0,65,407,-1701.9999999999973
72074,2015-01-01,Los Angeles,106190392.0,GOOD SAMARITAN HOSPITAL-LOS ANGELES,General Acute Care,Intensive Care,21170.0,597.0,9166.0,2396,14997.0,65,145,14996.999999999998
72088,2015-01-01,Los Angeles,106190400.0,HUNTINGTON MEMORIAL HOSPITAL,General Acute Care,Intensive Care,13870.0,346.0,7217.0,1184,8183.0,65,164,8183.0
72102,2015-01-01,Los Angeles,106190413.0,CITRUS VALLEY MEDICAL CENTER - IC CAM,General Acute Care,Intensive Care,2920.0,180.0,2172.0,473,1401.0,65,56,1400.9999999999998
72116,2015-01-01,Los Angeles,106190422.0,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,12214.0,426.0,6137.0,1105,7608.0,65,537,7608.000000000002
72130,2015-01-01,Los Angeles,106190429.0,KAISER FOUNDATION HOSPITAL - LOS ANGE,General Acute Care,Intensive Care,34064.0,1178.0,19543.0,5243,20942.0,65,224,20942.0
72144,2015-01-01,Los Angeles,106190431.0,KAISER FOUNDATION HOSPITAL - SOUTH BA,General Acute Care,Intensive Care,7160.0,263.0,3197.0,902,5128.0,65,245,5128.0
72158,2015-01-01,Los Angeles,106190432.0,KAISER FOUNDATION HOSPITAL - PANORAMA,General Acute Care,Intensive Care,8760.0,169.0,2559.0,1455,7825.0,65,231,7824.999999999998
72172,2015-01-01,Los Angeles,106190434.0,KAISER FOUNDATION HOSPITAL - WEST LA,General Acute Care,Intensive Care,11315.0,190.0,3267.0,880,9118.0,65,250,9117.999999999998
72186,2015-01-01,Los Angeles,106190449.0,KINDRED HOSPITAL - LA MIRADA,General Acute Care,Intensive Care,2190.0,65.0,1810.0,85,530.0,65,260,529.9999999999993
72200,2015-01-01,Los Angeles,106190458.0,KINDRED HOSPITAL - SAN GABRIEL VALLEY,General Acute Care,Intensive Care,2190.0,107.0,1823.0,154,628.0,65,269,627.9999999999997
72228,2015-01-01,Los Angeles,106190468.0,PROMISE HOSPITAL OF EAST LOS ANGELES-,General Acute Care,Intensive Care,730.0,18.0,713.0,31,66.0,65,402,65.99999999999898
72242,2015-01-01,Los Angeles,106190470.0,PROVIDENCE LITTLE COMPANY OF MARY MED,General Acute Care,Intensive Care,10220.0,513.0,7044.0,1393,5082.0,65,411,5082.000000000002
72256,2015-01-01,Los Angeles,106190475.0,COMMUNITY HOSPITAL LONG BEACH,General Acute Care,Intensive Care,7300.0,286.0,2736.0,505,5355.0,65,71,5355.0
72270,2015-01-01,Los Angeles,106190500.0,MARINA DEL REY HOSPITAL,General Acute Care,Intensive Care,4380.0,239.0,1598.0,749,3770.0,65,322,3769.999999999999
72284,2015-01-01,Los Angeles,106190517.0,PROVIDENCE TARZANA MEDICAL CENTER,General Acute Care,Intensive Care,6205.0,1806.0,6205.0,0,1806.0,65,415,1806.0000000000064
72298,2015-01-01,Los Angeles,106190521.0,MEMORIAL HOSPITAL OF GARDENA,General Acute Care,Intensive Care,1825.0,218.0,2961.0,234,-684.0,65,331,-683.9999999999994
72312,2015-01-01,Los Angeles,106190522.0,GLENDALE MEMORIAL HOSPITAL AND HEALTH,General Acute Care,Intensive Care,4380.0,156.0,3043.0,605,2098.0,65,140,2097.999999999999
72326,2015-01-01,Los Angeles,106190525.0,LONG BEACH MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,21900.0,738.0,16561.0,3605,9682.0,65,301,9682.000000000002
72340,2015-01-01,Los Angeles,106190529.0,METHODIST HOSPITAL OF SOUTHERN CALIFO,General Acute Care,Intensive Care,10585.0,212.0,3437.0,510,7870.0,65,347,7870.0
72354,2015-01-01,Los Angeles,106190534.0,OLYMPIA MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,76.0,1121.0,85,1230.0,65,375,1229.9999999999989
72368,2015-01-01,Los Angeles,106190541.0,MONROVIA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,58.0,1443.0,96,171.0,65,355,170.99999999999952
72382,2015-01-01,Los Angeles,106190547.0,MONTEREY PARK HOSPITAL,General Acute Care,Intensive Care,1460.0,93.0,1267.0,275,561.0,65,357,560.9999999999993
72396,2015-01-01,Los Angeles,106190552.0,MOTION PICTURE AND TELEVISION HOSPITA,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,65,359,1459.9999999999984
72410,2015-01-01,Los Angeles,106190555.0,CEDARS SINAI MEDICAL CENTER,General Acute Care,Intensive Care,45990.0,1387.0,30234.0,6204,23347.0,65,39,23347.00000000001
72424,2015-01-01,Los Angeles,106190568.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,150.0,2594.0,892,7208.0,65,367,7207.999999999998
72438,2015-01-01,Los Angeles,106190570.0,NORWALK COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,151.0,1939.0,275,677.0,65,368,676.9999999999998
72452,2015-01-01,Los Angeles,106190587.0,COLLEGE MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,146.0,1449.0,687,2304.0,65,68,2303.999999999999
72466,2015-01-01,Los Angeles,106190599.0,PROMISE HOSPITAL OF EAST LOS ANGELES-,General Acute Care,Intensive Care,2555.0,79.0,2171.0,234,697.0,65,402,696.9999999999994
72480,2015-01-01,Los Angeles,106190630.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,9490.0,591.0,7572.0,1193,3702.0,65,400,3702.0000000000027
72494,2015-01-01,Los Angeles,106190631.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,26280.0,38.0,5403.0,2129,23044.0,65,401,23044.0
72508,2015-01-01,Los Angeles,106190636.0,CITRUS VALLEY MEDICAL CENTER - QV CAM,General Acute Care,Intensive Care,4380.0,277.0,3900.0,556,1313.0,65,58,1313.000000000001
72536,2015-01-01,Los Angeles,106190661.0,SILVER LAKE MEDICAL CENTER - DOWNTOWN,General Acute Care,Intensive Care,4380.0,64.0,1124.0,212,3532.0,65,473,3531.9999999999986
72550,2015-01-01,Los Angeles,106190673.0,SAN DIMAS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,180.0,2007.0,346,1439.0,65,436,1438.9999999999998
72564,2015-01-01,Los Angeles,106190680.0,PROVIDENCE LITTLE COMPANY OF MARY MC,General Acute Care,Intensive Care,4380.0,192.0,2598.0,522,2496.0,65,408,2496.0
72592,2015-01-01,Los Angeles,106190687.0,SANTA MONICA - UCLA MEDICAL CENTER AN,General Acute Care,Intensive Care,8030.0,525.0,6302.0,1079,3332.0,65,448,3332.000000000002
72606,2015-01-01,Los Angeles,106190696.0,PACIFICA HOSPITAL OF THE VALLEY,General Acute Care,Intensive Care,2555.0,178.0,1321.0,220,1632.0,65,384,1631.9999999999993
72620,2015-01-01,Los Angeles,106190708.0,SHERMAN OAKS HOSPITAL,General Acute Care,Intensive Care,2920.0,153.0,2920.0,490,643.0,65,466,643.0000000000002
72635,2015-01-01,Los Angeles,106190754.0,ST. FRANCIS MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,833.0,8656.0,902,6219.0,65,494,6219.000000000004
72649,2015-01-01,Los Angeles,106190756.0,PROVIDENCE SAINT JOHNS HEALTH CENTER,General Acute Care,Intensive Care,8395.0,388.0,4914.0,773,4642.0,65,412,4642.000000000002
72663,2015-01-01,Los Angeles,106190758.0,PROVIDENCE SAINT JOSEPH MEDICAL CENTE,General Acute Care,Intensive Care,13870.0,853.0,5235.0,102,9590.0,65,413,9590.000000000002
72677,2015-01-01,Los Angeles,106190766.0,COAST PLAZA HOSPITAL,General Acute Care,Intensive Care,1460.0,94.0,910.0,120,764.0,65,65,763.9999999999991
72705,2015-01-01,Los Angeles,106190796.0,RONALD REAGAN UCLA MEDICAL CENTER,General Acute Care,Intensive Care,43800.0,2509.0,41793.0,5398,9914.0,65,429,9914.000000000022
72719,2015-01-01,Los Angeles,106190812.0,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care,Intensive Care,10950.0,459.0,5327.0,1192,7274.0,65,570,7274.000000000002
72732,2015-01-01,Los Angeles,106190818.0,USC VERDUGO HILLS HOSPITAL,General Acute Care,Intensive Care,2190.0,160.0,2041.0,211,520.0,65,565,519.9999999999999
72760,2015-01-01,Los Angeles,106190859.0,WEST HILLS HOSPITAL AND MEDICAL CENTE,General Acute Care,Intensive Care,9125.0,502.0,7072.0,1143,3698.0,65,587,3698.0000000000023
72775,2015-01-01,Los Angeles,106190883.0,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,263.0,2742.0,1714,5075.0,65,593,5075.0
72804,2015-01-01,Los Angeles,106190949.0,HENRY MAYO NEWHALL HOSPITAL,General Acute Care,Intensive Care,4380.0,279.0,3800.0,733,1592.0,65,154,1592.0000000000005
72832,2015-01-01,Los Angeles,106191216.0,"USC KENNETH NORRIS, JR. CANCER HOSPIT",General Acute Care,Intensive Care,4745.0,123.0,1345.0,292,3815.0,65,562,3814.9999999999986
72860,2015-01-01,Los Angeles,106191227.0,LAC/HARBOR-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,450.0,10918.0,1903,7495.0,65,281,7495.000000000004
72873,2015-01-01,Los Angeles,106191228.0,LAC+USC MEDICAL CENTER,General Acute Care,Intensive Care,47450.0,1686.0,28003.0,4928,26061.0,65,280,26061.000000000015
72887,2015-01-01,Los Angeles,106191231.0,LOS ANGELES COUNTY OLIVE VIEW-UCLA ME,General Acute Care,Intensive Care,15330.0,254.0,3443.0,984,13125.0,65,308,13124.999999999998
72901,2015-01-01,Los Angeles,106191306.0,LAC/RANCHO LOS AMIGOS NATIONAL REHAB,General Acute Care,Intensive Care,5448.0,125.0,1462.0,198,4309.0,65,282,4308.999999999998
72915,2015-01-01,Los Angeles,106191450.0,KAISER FOUNDATION HOSPITAL - WOODLAND,General Acute Care,Intensive Care,4015.0,169.0,2043.0,425,2566.0,65,251,2565.9999999999995
72943,2015-01-01,Los Angeles,106194219.0,KECK HOSPITAL OF USC,General Acute Care,Intensive Care,30660.0,578.0,24216.0,2975,9997.0,65,255,9997.00000000001
72985,2015-01-01,Los Angeles,106196035.0,KAISER FOUNDATION HOSPITAL - BALDWIN,General Acute Care,Intensive Care,4380.0,183.0,2672.0,832,2723.0,65,219,2722.999999999999
72999,2015-01-01,Los Angeles,106196168.0,EARL AND LORAINE MILLER CHILDRENS HOS,General Acute Care,Intensive Care,7300.0,574.0,4816.0,1035,4093.0,65,100,4093.000000000002
73013,2015-01-01,Los Angeles,106196403.0,KAISER FOUNDATION HOSPITAL - DOWNEY,General Acute Care,Intensive Care,13870.0,198.0,3956.0,934,11046.0,65,220,11045.999999999998
73041,2015-01-01,Los Angeles,106196405.0,PALMDALE REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,684.0,4681.0,926,5689.0,65,386,5689.0
73069,2015-01-01,Madera,106201281.0,MADERA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,165.0,1896.0,600,2519.0,66,317,2518.9999999999995
73082,2015-01-01,Madera,106204019.0,VALLEY CHILDRENS HOSPITAL,General Acute Care,Intensive Care,15330.0,215.0,8341.0,1244,8448.0,66,566,8448.0
73096,2015-01-01,Marin,106210992.0,KAISER FOUNDATION HOSPITAL - SAN RAFA,General Acute Care,Intensive Care,4380.0,141.0,2280.0,933,3174.0,67,242,3173.999999999998
73124,2015-01-01,Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3778.0,180.0,3413.0,815,1360.0,67,321,1360.0000000000002
73138,2015-01-01,Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,174.0,1102.0,258,790.0,67,369,789.9999999999993
73166,2015-01-01,Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1216.0,86.0,538.0,99,863.0,68,127,862.9999999999989
73180,2015-01-01,Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,607.0,117,1085.0,68,332,1084.999999999999
73194,2015-01-01,Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1865.0,298.0,1367.0,148,944.0,68,553,943.9999999999999
73208,2015-01-01,Mendocino,106234038.0,FRANK R. HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,244.0,22.0,127.0,16,155.0,68,128,154.99999999999872
73222,2015-01-01,Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,70.0,407.0,95,1218.0,69,328,1217.9999999999989
73236,2015-01-01,Merced,106240942.0,MERCY MEDICAL CENTER - MERCED,General Acute Care,Intensive Care,7300.0,180.0,3661.0,889,4708.0,69,339,4708.0
73278,2015-01-01,Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,5.0,40.0,21,716.0,70,318,715.9999999999985
73292,2015-01-01,Monterey,106270744.0,COMMUNITY HOSPITAL OF THE MONTEREY PE,General Acute Care,Intensive Care,3650.0,53.0,1388.0,562,2877.0,71,77,2876.9999999999986
73306,2015-01-01,Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,45.0,310.0,16,1211.0,71,137,1210.9999999999986
73320,2015-01-01,Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,117.0,1924.0,517,900.0,71,433,899.9999999999995
73334,2015-01-01,Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,484.0,3188.0,660,1606.0,71,362,1606.0000000000011
73348,2015-01-01,Napa,106281047.0,QUEEN OF THE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,299.0,3428.0,933,10944.0,72,417,10943.999999999998
73362,2015-01-01,Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,244.0,2919.0,607,2312.0,72,496,2312.0
73390,2015-01-01,Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,64.0,784.0,250,260.0,73,469,259.999999999999
73404,2015-01-01,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,107.0,179.0,32,2150.0,73,534,2149.9999999999986
73418,2015-01-01,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,19710.0,909.0,10400.0,2089,12308.0,74,53,12308.000000000004
73432,2015-01-01,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,425.0,5857.0,947,3180.0,74,376,3180.000000000002
73461,2015-01-01,Orange,106301098.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,882.0,4437.0,967,5442.0,74,1,5442.000000000002
73475,2015-01-01,Orange,106301127.0,KINDRED HOSPITAL - BREA,General Acute Care,Intensive Care,1460.0,45.0,1018.0,64,551.0,74,259,550.9999999999991
73489,2015-01-01,Orange,106301140.0,CHAPMAN GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,250.0,1221.0,443,3852.0,74,45,3851.999999999999
73516,2015-01-01,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,74.0,2238.0,158,549.0,74,270,548.9999999999995
73530,2015-01-01,Orange,106301175.0,FOUNTAIN VALLEY REGIONAL HOSPITAL AND,General Acute Care,Intensive Care,13140.0,772.0,10803.0,1305,4414.0,74,125,4414.0000000000055
73544,2015-01-01,Orange,106301188.0,ANAHEIM GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,158.0,1400.0,346,7134.0,74,14,7133.999999999998
73558,2015-01-01,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,11315.0,260.0,5641.0,1974,7908.0,74,159,7907.999999999998
73572,2015-01-01,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,78.0,919.0,164,1513.0,74,163,1512.9999999999986
73586,2015-01-01,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,63.0,955.0,150,718.0,74,279,717.9999999999992
73600,2015-01-01,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,312.0,3618.0,639,618.0,74,302,618.000000000001
73614,2015-01-01,Orange,106301258.0,SOUTH COAST GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,92.0,1154.0,240,2463.0,74,483,2462.999999999999
73628,2015-01-01,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CEN,General Acute Care,Intensive Care,13140.0,449.0,5273.0,1052,9368.0,74,352,9368.000000000002
73642,2015-01-01,Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDIC,General Acute Care,Intensive Care,21900.0,1627.0,18376.0,3998,9149.0,74,560,9149.000000000007
73656,2015-01-01,Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CEN,General Acute Care,Intensive Care,4380.0,178.0,2520.0,475,2513.0,74,131,2512.999999999999
73670,2015-01-01,Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,70.0,588.0,143,1085.0,74,398,1084.9999999999989
73698,2015-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,443.0,5313.0,1704,8149.0,74,430,8149.000000000002
73712,2015-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER -,General Acute Care,Intensive Care,2555.0,76.0,746.0,200,2085.0,74,431,2084.9999999999986
73726,2015-01-01,Orange,106301337.0,MISSION HOSPITAL LAGUNA BEACH,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,74,351,3649.999999999998
73740,2015-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,7300.0,691.0,8216.0,1657,1432.0,74,503,1432.0000000000036
73754,2015-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,18980.0,990.0,12173.0,3468,11265.0,74,506,11265.000000000004
73768,2015-01-01,Orange,106301357.0,FOOTHILL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,26.0,209.0,12,5304.0,74,124,5303.999999999998
73782,2015-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,146.0,1774.0,339,2361.0,74,586,2360.9999999999995
73796,2015-01-01,Orange,106301380.0,KINDRED HOSPITAL - WESTMINSTER,General Acute Care,Intensive Care,5840.0,157.0,5341.0,498,1154.0,74,271,1154.000000000001
73810,2015-01-01,Orange,106301566.0,ORANGE COUNTY GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,15330.0,486.0,7346.0,758,9228.0,74,377,9228.000000000004
73852,2015-01-01,Orange,106304045.0,HOAG HOSPITAL IRVINE,General Acute Care,Intensive Care,4380.0,166.0,1708.0,649,3487.0,74,158,3486.9999999999986
